Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (minutes),Location,[5_SAQ] Currently I don't feel entangled in my thoughts.,[7_SAQ] At the moment I feel determined to stick to my current task until it's complete.,[8_SAQ] Any feelings of inadequacy I experience right now are shared by most people.,[13_SAQ] Right now I don't feel confident in my ability to effectively accomplish my current task.,[9_SAQ] Right now I am giving myself the caring and tenderness I need towards my negative feelings.,[10_SAQ] Right now I believe I can succeed in my current task if I set my mind to it.,[11_SAQ] I am currently struggling with my thoughts.,[14_SAQ] At the moment I don't feel committed to my current task as much as I think I should.
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-16 09:57:06 CEST,2020-04-16 09:57:06 CEST,2020-04-16 11:27:06 CEST,Expired,Unknown,,,,,,,,
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-16 15:16:09 CEST,2020-04-16 15:16:09 CEST,2020-04-16 15:17:30 CEST,80.988,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-16 20:03:28 CEST,2020-04-16 20:03:28 CEST,2020-04-16 20:07:24 CEST,236.645,Unknown,(ID 5) Strongly Agree,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-17 09:19:58 CEST,2020-04-17 09:19:58 CEST,2020-04-17 09:40:37 CEST,1239.13,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 3) Neither
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-17 14:21:25 CEST,2020-04-17 14:21:25 CEST,2020-04-17 15:00:21 CEST,2335.868,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 3) Neither,(ID 3) Neither
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-17 20:12:43 CEST,2020-04-17 20:12:43 CEST,2020-04-17 21:05:21 CEST,3158.291,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-18 09:26:29 CEST,2020-04-18 09:26:29 CEST,2020-04-18 10:56:29 CEST,Expired,Unknown,,,,,,,,
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-18 15:12:37 CEST,2020-04-18 15:12:37 CEST,2020-04-18 15:17:35 CEST,298.404,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 3) Neither
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-18 20:05:41 CEST,2020-04-18 20:05:41 CEST,2020-04-18 20:07:38 CEST,116.886,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-19 09:37:38 CEST,2020-04-19 09:37:38 CEST,2020-04-19 09:51:20 CEST,821.845,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-19 15:23:50 CEST,2020-04-19 15:23:50 CEST,2020-04-19 16:13:35 CEST,2985.496,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-19 21:28:41 CEST,2020-04-19 21:28:41 CEST,2020-04-19 21:29:21 CEST,39.479,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-20 10:08:26 CEST,2020-04-20 10:08:26 CEST,2020-04-20 10:11:54 CEST,207.931,Unknown,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-20 15:19:51 CEST,2020-04-20 15:19:51 CEST,2020-04-20 15:20:34 CEST,43.446,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-20 20:50:43 CEST,2020-04-20 20:50:43 CEST,2020-04-20 20:51:20 CEST,37.356,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-21 09:10:44 CEST,2020-04-21 09:10:44 CEST,2020-04-21 09:53:17 CEST,2552.703,Unknown,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-21 15:29:24 CEST,2020-04-21 15:29:24 CEST,2020-04-21 16:33:30 CEST,3845.846,Unknown,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 5) Strongly Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-21 20:52:32 CEST,2020-04-21 20:52:32 CEST,2020-04-21 20:53:25 CEST,53.183,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-22 09:49:53 CEST,2020-04-22 09:49:53 CEST,2020-04-22 11:19:36 CEST,5382.386,Unknown,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-22 14:07:39 CEST,2020-04-22 14:07:39 CEST,2020-04-22 14:46:22 CEST,2323.247,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-22 20:10:53 CEST,2020-04-22 20:10:53 CEST,2020-04-22 20:41:30 CEST,1836.985,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-23 09:02:33 CEST,2020-04-23 09:02:33 CEST,2020-04-23 10:32:33 CEST,Expired,Unknown,,,,,,,,
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-23 14:24:16 CEST,2020-04-23 14:24:16 CEST,2020-04-23 14:29:47 CEST,331.453,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree
User #26125,1161DFFFABE64AE7B5B749DD82BCDE63,2020-04-23 20:19:32 CEST,2020-04-23 20:19:32 CEST,2020-04-23 21:38:18 CEST,4726.334,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 5) Strongly Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-17 10:29:10 EEST,2020-04-17 10:29:10 EEST,2020-04-17 11:00:18 EEST,1867.969,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-17 14:22:19 EEST,2020-04-17 14:22:19 EEST,2020-04-17 14:23:29 EEST,70.228,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 5) Strongly Agree,(ID 3) Neither,(ID 4) Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-17 21:10:03 EEST,2020-04-17 21:10:03 EEST,2020-04-17 21:10:58 EEST,54.663,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-18 09:59:41 EEST,2020-04-18 09:59:41 EEST,2020-04-18 10:01:36 EEST,114.848,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-18 15:19:48 EEST,2020-04-18 15:19:48 EEST,2020-04-18 15:31:58 EEST,730.249,Unknown,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-18 21:29:16 EEST,2020-04-18 21:29:16 EEST,2020-04-18 21:31:33 EEST,136.827,Unknown,(ID 2) Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-19 09:40:19 EEST,2020-04-19 09:40:19 EEST,2020-04-19 09:55:33 EEST,913.459,Unknown,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-19 15:04:36 EEST,2020-04-19 15:04:36 EEST,2020-04-19 15:35:24 EEST,1847.569,Unknown,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-20 14:42:35 EEST,2020-04-20 14:42:35 EEST,2020-04-20 14:43:21 EEST,45.46,Unknown,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-20 20:32:51 EEST,2020-04-20 20:32:51 EEST,2020-04-20 20:38:00 EEST,308.655,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-21 10:17:22 EEST,2020-04-21 10:17:22 EEST,2020-04-21 10:48:25 EEST,1863.317,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-21 14:23:44 EEST,2020-04-21 14:23:44 EEST,2020-04-21 14:27:42 EEST,237.591,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-21 20:16:00 EEST,2020-04-21 20:16:00 EEST,2020-04-21 21:46:00 EEST,Expired,Unknown,,,,,,,,
User #26156,49884C49737645C1A5D64D587490C083,2020-04-22 10:28:26 EEST,2020-04-22 10:28:26 EEST,2020-04-22 10:32:53 EEST,267.702,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither
User #26156,49884C49737645C1A5D64D587490C083,2020-04-22 14:17:02 EEST,2020-04-22 14:17:02 EEST,2020-04-22 14:22:06 EEST,304.541,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-22 21:19:02 EEST,2020-04-22 21:19:02 EEST,2020-04-22 21:23:41 EEST,278.985,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-23 09:30:47 EEST,2020-04-23 09:30:47 EEST,2020-04-23 10:31:36 EEST,3648.978,Unknown,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-23 14:30:26 EEST,2020-04-23 14:30:26 EEST,2020-04-23 14:31:41 EEST,75.903,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-23 21:05:32 EEST,2020-04-23 21:05:32 EEST,2020-04-23 21:06:16 EEST,44.785,Unknown,(ID 3) Neither,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-24 10:19:40 EEST,2020-04-24 10:19:40 EEST,2020-04-24 10:20:34 EEST,54.894,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-24 14:32:10 EEST,2020-04-24 14:32:10 EEST,2020-04-24 15:05:12 EEST,1981.643,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree
User #26156,49884C49737645C1A5D64D587490C083,2020-04-24 20:01:59 EEST,2020-04-24 20:01:59 EEST,2020-04-24 20:51:03 EEST,2944.268,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26156,None,2020-04-19 20:37:35 EEST,,,Expired,Unknown,,,,,,,,
User #26156,None,2020-04-20 09:13:56 EEST,,,Expired,Unknown,,,,,,,,
User #26291,8ce703868fa29cb0,2020-04-20 10:03:36 CEST,2020-04-20 10:03:36 CEST,2020-04-20 11:07:53 CEST,3857.783,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26291,8ce703868fa29cb0,2020-04-20 14:54:34 CEST,2020-04-20 14:54:34 CEST,2020-04-20 14:55:29 CEST,54.959,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26291,8ce703868fa29cb0,2020-04-20 21:17:20 CEST,2020-04-20 21:17:20 CEST,2020-04-20 21:18:06 CEST,45.989,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-21 10:22:13 CEST,2020-04-21 10:22:13 CEST,2020-04-21 10:26:55 CEST,281.789,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26291,8ce703868fa29cb0,2020-04-21 14:32:37 CEST,2020-04-21 14:32:37 CEST,2020-04-21 14:35:11 CEST,154.306,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26291,8ce703868fa29cb0,2020-04-21 20:05:02 CEST,2020-04-21 20:05:02 CEST,2020-04-21 20:41:42 CEST,2199.406,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-22 09:01:32 CEST,2020-04-22 09:01:32 CEST,2020-04-22 09:02:37 CEST,64.948,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-22 14:11:02 CEST,2020-04-22 14:11:02 CEST,2020-04-22 14:13:10 CEST,128.688,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26291,8ce703868fa29cb0,2020-04-22 21:16:40 CEST,2020-04-22 21:16:41 CEST,2020-04-22 21:32:52 CEST,972.026,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-23 10:29:27 CEST,2020-04-23 10:29:28 CEST,2020-04-23 10:45:27 CEST,960.005,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-23 14:26:42 CEST,2020-04-23 14:26:42 CEST,2020-04-23 14:27:26 CEST,44.109,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree
User #26291,8ce703868fa29cb0,2020-04-23 20:43:18 CEST,2020-04-23 20:43:18 CEST,2020-04-23 20:58:22 CEST,904.203,Unknown,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 5) Strongly Agree
User #26291,8ce703868fa29cb0,2020-04-24 10:15:46 CEST,2020-04-24 10:15:47 CEST,2020-04-24 10:17:34 CEST,107.441,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-24 14:56:25 CEST,2020-04-24 14:56:25 CEST,2020-04-24 15:42:39 CEST,2774.424,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-24 20:03:12 CEST,2020-04-24 20:03:12 CEST,2020-04-24 20:05:34 CEST,141.966,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-25 09:25:17 CEST,2020-04-25 09:25:17 CEST,2020-04-25 09:27:40 CEST,142.599,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-25 14:42:58 CEST,2020-04-25 14:42:58 CEST,2020-04-25 14:51:53 CEST,535.346,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26291,8ce703868fa29cb0,2020-04-25 20:44:43 CEST,2020-04-25 20:44:43 CEST,2020-04-25 21:08:58 CEST,1455.493,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither
User #26291,8ce703868fa29cb0,2020-04-26 09:45:06 CEST,2020-04-26 09:45:06 CEST,2020-04-26 11:05:33 CEST,4827.117,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26291,8ce703868fa29cb0,2020-04-26 14:35:52 CEST,2020-04-26 14:35:52 CEST,2020-04-26 14:52:13 CEST,981.34,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26291,8ce703868fa29cb0,2020-04-26 20:49:52 CEST,2020-04-26 20:49:52 CEST,2020-04-26 20:59:00 CEST,547.644,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26291,8ce703868fa29cb0,2020-04-27 09:50:42 CEST,2020-04-27 09:50:42 CEST,2020-04-27 09:57:36 CEST,414.295,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26291,8ce703868fa29cb0,2020-04-27 14:05:50 CEST,2020-04-27 14:05:50 CEST,2020-04-27 14:09:02 CEST,191.389,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26291,8ce703868fa29cb0,2020-04-27 21:28:34 CEST,2020-04-27 21:28:34 CEST,2020-04-27 21:34:06 CEST,332.332,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-20 09:29:01 CEST,2020-04-20 09:29:01 CEST,2020-04-20 10:59:01 CEST,Expired,Unknown,,,,,,,,
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-20 14:52:38 CEST,2020-04-20 14:52:38 CEST,2020-04-20 15:08:44 CEST,966.532,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-20 21:09:46 CEST,2020-04-20 21:09:46 CEST,2020-04-20 21:11:00 CEST,74.07,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-21 10:17:44 CEST,2020-04-21 10:17:44 CEST,2020-04-21 11:02:49 CEST,2705.009,Unknown,(ID 5) Strongly Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-21 14:58:27 CEST,2020-04-21 14:58:27 CEST,2020-04-21 15:27:12 CEST,1725.192,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-21 20:58:27 CEST,2020-04-21 20:58:27 CEST,2020-04-21 21:30:22 CEST,1915.414,Unknown,(ID 3) Neither,(ID 2) Disagree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-22 09:24:45 CEST,2020-04-22 09:24:45 CEST,2020-04-22 10:00:06 CEST,2120.707,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-22 14:27:44 CEST,2020-04-22 14:27:44 CEST,2020-04-22 14:39:27 CEST,703.645,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-22 20:09:56 CEST,2020-04-22 20:09:56 CEST,2020-04-22 21:37:25 CEST,5249.138,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-23 09:04:27 CEST,2020-04-23 09:04:27 CEST,2020-04-23 10:34:27 CEST,Expired,Unknown,,,,,,,,
User #26292,0DAE7A4092974C37BF68D02D36DC9A7E,2020-04-23 14:46:11 CEST,2020-04-23 14:46:11 CEST,2020-04-23 15:03:35 CEST,1043.654,Unknown,(ID 2) Disagree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree
